deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,target,win_probability
D00823,2023-02-27,2023-03-17,rep_5,EdTech,India,Enterprise,Inbound,Proposal,35218,18,Won,1,0.48104596379749953
D00824,2023-06-09,2023-06-23,rep_22,HealthTech,Europe,Core,Referral,Proposal,14359,14,Lost,0,0.4678075342949193
D00825,2023-01-05,2023-03-21,rep_22,Ecommerce,Europe,Enterprise,Partner,Negotiation,4588,75,Lost,0,0.4392200278088674
D00826,2023-03-16,2023-06-26,rep_17,FinTech,APAC,Enterprise,Referral,Proposal,8562,102,Lost,0,0.4668449850427516
D00827,2023-11-20,2024-03-12,rep_5,HealthTech,Europe,Enterprise,Inbound,Proposal,4387,113,Won,1,0.42962666770490043
D00828,2024-03-19,2024-07-03,rep_1,SaaS,India,Pro,Referral,Demo,19917,106,Won,1,0.46779597388246025
D00829,2023-12-14,2024-02-19,rep_10,HealthTech,India,Core,Outbound,Proposal,29414,67,Lost,0,0.4591261590924213
D00830,2023-06-15,2023-09-26,rep_19,HealthTech,India,Enterprise,Referral,Demo,19625,103,Lost,0,0.4667171492883351
D00831,2023-05-30,2023-06-24,rep_4,HealthTech,India,Pro,Outbound,Closed,18669,25,Won,1,0.4737543817545008
D00832,2023-01-29,2023-02-17,rep_21,EdTech,India,Core,Referral,Closed,5881,19,Won,1,0.4811856349143016
D00833,2023-05-06,2023-05-17,rep_6,Ecommerce,North America,Pro,Referral,Closed,59674,11,Won,1,0.510944021822031
D00834,2023-05-21,2023-08-16,rep_4,Ecommerce,Europe,Core,Referral,Qualified,5009,87,Lost,0,0.41307831341106444
D00835,2023-05-21,2023-08-24,rep_10,SaaS,Europe,Core,Partner,Negotiation,10967,95,Lost,0,0.4267733415236364
D00836,2023-02-02,2023-05-11,rep_13,SaaS,India,Core,Inbound,Qualified,73127,98,Lost,0,0.43322519284136424
D00837,2024-01-21,2024-05-03,rep_1,SaaS,India,Pro,Inbound,Demo,43680,103,Won,1,0.46977184430606234
D00838,2023-01-21,2023-02-13,rep_25,FinTech,North America,Core,Partner,Proposal,31510,23,Lost,0,0.4788431707979085
D00839,2023-07-06,2023-09-20,rep_17,EdTech,India,Core,Referral,Qualified,8001,76,Won,1,0.41756063754915257
D00840,2023-12-22,2024-02-07,rep_23,FinTech,North America,Core,Inbound,Demo,90544,47,Lost,0,0.5254573873070999
D00841,2023-04-07,2023-05-02,rep_19,EdTech,APAC,Core,Referral,Demo,98924,25,Won,1,0.505860834840841
D00842,2023-02-08,2023-04-26,rep_3,EdTech,India,Enterprise,Outbound,Negotiation,18645,77,Won,1,0.4624677045546629
D00843,2023-10-02,2023-11-04,rep_19,SaaS,Europe,Pro,Outbound,Proposal,45248,33,Won,1,0.4710304818321205
D00844,2023-06-11,2023-09-26,rep_4,SaaS,North America,Enterprise,Referral,Proposal,2212,107,Won,1,0.4473197438196779
D00845,2023-02-03,2023-03-24,rep_9,FinTech,North America,Pro,Outbound,Demo,4972,49,Lost,0,0.48665452680493293
D00846,2023-07-13,2023-08-02,rep_19,Ecommerce,North America,Enterprise,Partner,Proposal,89006,20,Lost,0,0.48926105306534795
D00847,2023-12-25,2024-03-14,rep_6,EdTech,India,Core,Partner,Qualified,6518,80,Lost,0,0.3891837450504392
D00848,2024-02-17,2024-05-28,rep_19,HealthTech,APAC,Core,Outbound,Negotiation,17038,101,Lost,0,0.43366265810218874
D00849,2023-12-03,2023-12-26,rep_23,HealthTech,India,Enterprise,Referral,Proposal,26929,23,Won,1,0.4835738340895061
D00850,2023-04-04,2023-06-06,rep_17,HealthTech,APAC,Enterprise,Inbound,Negotiation,16228,63,Lost,0,0.447620902549795
D00851,2023-06-06,2023-08-04,rep_3,HealthTech,North America,Core,Partner,Demo,2738,59,Lost,0,0.4347996314190324
D00852,2023-10-11,2023-12-20,rep_16,Ecommerce,North America,Pro,Inbound,Demo,86674,70,Lost,0,0.49860156949780693
D00853,2023-11-12,2023-12-13,rep_24,EdTech,Europe,Enterprise,Inbound,Closed,75702,31,Lost,0,0.4929613894204189
D00854,2023-11-07,2024-01-10,rep_12,HealthTech,APAC,Core,Referral,Qualified,7525,64,Lost,0,0.4027220767814249
D00855,2023-09-11,2023-11-05,rep_10,EdTech,India,Pro,Partner,Qualified,52737,55,Won,1,0.4161646659629446
D00856,2023-04-20,2023-04-27,rep_2,Ecommerce,India,Core,Partner,Closed,14449,7,Lost,0,0.47012016003134643
D00857,2023-01-04,2023-03-30,rep_24,HealthTech,India,Pro,Inbound,Proposal,4444,85,Lost,0,0.444213755543482
D00858,2023-02-21,2023-04-24,rep_4,Ecommerce,North America,Core,Partner,Negotiation,2694,62,Lost,0,0.4421741966165457
D00859,2023-04-26,2023-07-02,rep_9,FinTech,India,Enterprise,Referral,Closed,4451,67,Won,1,0.49871575918127253
D00860,2023-03-24,2023-04-17,rep_4,HealthTech,APAC,Core,Outbound,Demo,67085,24,Won,1,0.4800965783520935
D00861,2023-07-22,2023-09-20,rep_4,Ecommerce,India,Enterprise,Referral,Proposal,10626,60,Lost,0,0.4771311996168171
D00862,2024-02-14,2024-05-18,rep_5,FinTech,North America,Core,Outbound,Negotiation,85779,94,Lost,0,0.5065848993083037
D00863,2023-03-21,2023-05-11,rep_14,SaaS,North America,Pro,Referral,Proposal,26820,51,Lost,0,0.47118262270399636
D00864,2023-05-29,2023-07-11,rep_6,HealthTech,APAC,Core,Partner,Closed,39987,43,Lost,0,0.4436180032729544
D00865,2023-12-25,2024-02-01,rep_23,SaaS,Europe,Core,Outbound,Qualified,82114,38,Lost,0,0.44369470138816536
D00866,2023-04-28,2023-05-20,rep_1,SaaS,Europe,Core,Inbound,Negotiation,2314,22,Won,1,0.4613103194994241
D00867,2023-07-14,2023-09-11,rep_14,Ecommerce,North America,Enterprise,Referral,Proposal,7735,59,Lost,0,0.46986856514452097
D00868,2023-11-26,2023-12-09,rep_8,EdTech,North America,Core,Inbound,Negotiation,13956,13,Won,1,0.4696185865107695
D00869,2023-01-01,2023-01-14,rep_20,FinTech,India,Core,Partner,Proposal,11473,13,Lost,0,0.4790289743201819
D00870,2023-09-09,2023-11-01,rep_25,HealthTech,APAC,Pro,Partner,Closed,21790,53,Won,1,0.43332233131027914
D00871,2024-01-16,2024-05-01,rep_7,SaaS,India,Core,Inbound,Proposal,51228,106,Lost,0,0.4629732992464957
D00872,2023-03-08,2023-06-03,rep_7,Ecommerce,North America,Core,Partner,Demo,96881,87,Lost,0,0.4796355355373295
D00873,2023-06-04,2023-09-11,rep_7,Ecommerce,APAC,Enterprise,Partner,Demo,3654,99,Lost,0,0.42801520010063077
D00874,2023-07-07,2023-09-09,rep_17,SaaS,North America,Core,Partner,Negotiation,15145,64,Lost,0,0.4404421978195376
D00875,2023-12-23,2024-01-15,rep_16,SaaS,North America,Core,Referral,Negotiation,44928,23,Won,1,0.4926546996472199
D00876,2024-01-20,2024-04-01,rep_6,FinTech,Europe,Enterprise,Outbound,Demo,14567,72,Won,1,0.48381303575473567
D00877,2023-10-31,2024-02-04,rep_9,EdTech,Europe,Pro,Partner,Closed,86036,96,Won,1,0.4583764190908047
D00878,2023-10-10,2023-11-01,rep_21,HealthTech,APAC,Core,Partner,Qualified,16741,22,Won,1,0.39145110574742753
D00879,2024-03-23,2024-07-09,rep_21,EdTech,APAC,Pro,Inbound,Qualified,4039,108,Won,1,0.38258204995166434
D00880,2023-12-28,2024-04-26,rep_11,FinTech,North America,Pro,Outbound,Proposal,73522,120,Lost,0,0.48824930307225584
D00881,2024-01-10,2024-02-21,rep_21,EdTech,Europe,Pro,Outbound,Negotiation,2128,42,Won,1,0.4527579580059087
D00882,2023-06-16,2023-07-27,rep_24,Ecommerce,APAC,Core,Referral,Demo,14479,41,Won,1,0.47324437116165724
D00883,2023-02-17,2023-04-28,rep_24,HealthTech,APAC,Core,Partner,Negotiation,44754,70,Won,1,0.43705754543621633
D00884,2023-03-25,2023-07-23,rep_5,FinTech,India,Core,Referral,Qualified,5229,120,Won,1,0.4321439756657793
D00885,2023-11-27,2024-01-24,rep_13,Ecommerce,North America,Core,Inbound,Qualified,21545,58,Won,1,0.42224092820344417
D00886,2024-01-26,2024-05-18,rep_5,SaaS,North America,Core,Inbound,Proposal,2358,113,Lost,0,0.433321130921779
D00887,2023-10-05,2024-01-14,rep_25,SaaS,India,Core,Partner,Negotiation,7795,101,Lost,0,0.43314780125384145
D00888,2023-06-19,2023-08-26,rep_4,FinTech,North America,Core,Partner,Closed,55056,68,Won,1,0.48381583415666807
D00889,2023-02-22,2023-05-05,rep_8,Ecommerce,India,Core,Partner,Qualified,5402,72,Lost,0,0.3998612659494404
D00890,2023-12-02,2024-01-14,rep_4,HealthTech,North America,Pro,Partner,Demo,14303,43,Won,1,0.4447582409428761
D00891,2023-02-09,2023-05-05,rep_6,Ecommerce,APAC,Enterprise,Outbound,Demo,25681,85,Won,1,0.4589497896975243
D00892,2023-12-14,2024-02-13,rep_12,FinTech,APAC,Pro,Partner,Proposal,59526,61,Won,1,0.47065086712683984
D00893,2023-05-16,2023-09-03,rep_11,HealthTech,India,Pro,Referral,Demo,39482,110,Lost,0,0.4708666815432795
D00894,2024-02-22,2024-03-08,rep_11,HealthTech,Europe,Pro,Partner,Qualified,5501,15,Won,1,0.3957727339267736
D00895,2023-06-13,2023-08-22,rep_5,HealthTech,India,Pro,Referral,Proposal,98871,70,Won,1,0.49962688379918624
D00896,2023-10-03,2023-12-17,rep_23,Ecommerce,Europe,Enterprise,Inbound,Closed,6392,75,Lost,0,0.4592514340362066
D00897,2023-05-01,2023-06-23,rep_4,FinTech,APAC,Pro,Outbound,Demo,13937,53,Won,1,0.479101715656134
D00898,2023-05-31,2023-08-04,rep_2,HealthTech,North America,Enterprise,Outbound,Demo,6517,65,Won,1,0.45528983237956466
D00899,2023-07-13,2023-10-21,rep_22,SaaS,North America,Pro,Outbound,Qualified,27088,100,Won,1,0.40641325554937824
D00900,2023-01-16,2023-02-10,rep_14,HealthTech,Europe,Pro,Outbound,Closed,2647,25,Won,1,0.45710788821052656
D00901,2024-01-19,2024-04-02,rep_15,FinTech,APAC,Core,Outbound,Proposal,73939,74,Lost,0,0.49051632179620247
D00902,2023-01-31,2023-05-30,rep_13,Ecommerce,India,Enterprise,Partner,Qualified,6949,119,Lost,0,0.39086796992107664
D00903,2023-10-20,2023-12-30,rep_17,Ecommerce,Europe,Enterprise,Outbound,Qualified,14941,71,Won,1,0.41499692547538497
D00904,2023-07-25,2023-10-19,rep_23,Ecommerce,India,Pro,Referral,Qualified,93307,86,Won,1,0.46186647428116817
D00905,2024-02-28,2024-04-23,rep_4,FinTech,North America,Pro,Partner,Proposal,5043,55,Won,1,0.458595599558542
D00906,2023-01-15,2023-02-21,rep_1,EdTech,Europe,Enterprise,Outbound,Closed,6436,37,Won,1,0.4598885673622926
D00907,2023-11-23,2023-12-04,rep_16,FinTech,North America,Pro,Inbound,Closed,2696,11,Won,1,0.49531118751484415
D00908,2023-06-08,2023-06-16,rep_25,Ecommerce,APAC,Core,Inbound,Proposal,4313,8,Lost,0,0.45976717781424503
D00909,2023-06-19,2023-08-17,rep_19,Ecommerce,India,Enterprise,Inbound,Qualified,6125,59,Lost,0,0.4244750792763209
D00910,2023-05-29,2023-06-25,rep_7,HealthTech,Europe,Enterprise,Partner,Demo,32227,27,Won,1,0.45648928564440083
D00911,2023-08-18,2023-12-03,rep_8,HealthTech,North America,Core,Referral,Negotiation,4382,107,Won,1,0.4466709168898747
D00912,2023-02-19,2023-06-09,rep_15,EdTech,Europe,Pro,Outbound,Qualified,16964,110,Won,1,0.3936159386951488
D00913,2023-02-04,2023-03-18,rep_9,Ecommerce,APAC,Pro,Outbound,Negotiation,4894,42,Lost,0,0.45627854263222967
D00914,2023-03-05,2023-05-23,rep_22,HealthTech,India,Pro,Partner,Closed,12696,79,Lost,0,0.4385668331131734
D00915,2023-07-11,2023-07-28,rep_20,FinTech,Europe,Enterprise,Inbound,Qualified,54449,17,Lost,0,0.46679285462990155
D00916,2023-03-21,2023-07-15,rep_8,Ecommerce,India,Enterprise,Inbound,Qualified,10592,116,Won,1,0.41078616161451237
D00917,2023-06-28,2023-09-02,rep_24,FinTech,India,Pro,Outbound,Demo,6383,66,Lost,0,0.4887707329912674
D00918,2023-07-25,2023-09-12,rep_4,EdTech,India,Core,Outbound,Negotiation,4805,49,Won,1,0.46106204440223975
D00919,2023-08-29,2023-09-23,rep_2,EdTech,India,Pro,Outbound,Negotiation,24105,25,Lost,0,0.4767988071687663
D00920,2023-01-28,2023-03-03,rep_3,HealthTech,North America,Pro,Referral,Demo,14929,34,Lost,0,0.4750673405789497
D00921,2023-02-11,2023-03-28,rep_6,FinTech,North America,Pro,Partner,Proposal,5698,45,Lost,0,0.4616843493926329
D00922,2024-01-21,2024-03-06,rep_23,HealthTech,India,Pro,Referral,Closed,14866,45,Won,1,0.47651670278593117
D00923,2024-02-26,2024-03-05,rep_20,HealthTech,APAC,Enterprise,Partner,Closed,30198,8,Lost,0,0.45217854990306966
D00924,2023-01-08,2023-02-03,rep_9,SaaS,North America,Pro,Outbound,Negotiation,3208,26,Lost,0,0.4636804509504675
D00925,2023-11-21,2024-01-24,rep_14,SaaS,Europe,Enterprise,Referral,Demo,6738,64,Lost,0,0.4668611599776085
D00926,2023-04-21,2023-06-11,rep_12,FinTech,APAC,Pro,Inbound,Proposal,3565,51,Won,1,0.4668691628405629
D00927,2023-12-25,2024-03-04,rep_18,Ecommerce,APAC,Core,Outbound,Proposal,14783,70,Lost,0,0.4464098602079332
D00928,2023-08-23,2023-10-23,rep_13,EdTech,India,Enterprise,Partner,Negotiation,41319,61,Won,1,0.4594706670852683
D00929,2023-12-26,2024-03-21,rep_20,Ecommerce,North America,Pro,Inbound,Qualified,2812,86,Lost,0,0.4069385195642463
D00930,2023-11-21,2024-01-23,rep_8,Ecommerce,India,Core,Outbound,Demo,18939,63,Lost,0,0.47562968090162283
D00931,2024-03-14,2024-05-20,rep_1,EdTech,Europe,Enterprise,Partner,Negotiation,74124,67,Lost,0,0.4627456487731242
D00932,2023-05-18,2023-09-14,rep_2,FinTech,North America,Core,Partner,Negotiation,4518,119,Lost,0,0.44601073667224234
D00933,2024-03-06,2024-06-25,rep_14,HealthTech,India,Core,Referral,Closed,6914,111,Lost,0,0.454044427761659
D00934,2024-02-29,2024-03-13,rep_24,HealthTech,India,Pro,Outbound,Negotiation,36891,13,Lost,0,0.4840509778200396
D00935,2023-08-12,2023-09-17,rep_13,EdTech,Europe,Pro,Outbound,Closed,35515,36,Won,1,0.4703575732091706
D00936,2023-02-17,2023-03-07,rep_20,SaaS,North America,Enterprise,Referral,Qualified,2094,18,Won,1,0.4305231198396334
D00937,2023-01-13,2023-04-25,rep_21,HealthTech,APAC,Core,Outbound,Demo,5716,102,Lost,0,0.4312589667147212
D00938,2024-01-07,2024-04-22,rep_5,FinTech,North America,Core,Referral,Qualified,12267,106,Lost,0,0.43292410786272967
D00939,2023-11-02,2023-11-24,rep_16,EdTech,Europe,Pro,Inbound,Qualified,4313,22,Won,1,0.4127009159685093
D00940,2023-09-09,2023-12-26,rep_13,EdTech,India,Core,Outbound,Negotiation,2602,108,Won,1,0.44362242927120443
D00941,2023-06-02,2023-06-10,rep_11,EdTech,India,Enterprise,Inbound,Qualified,7403,8,Lost,0,0.42987635080237696
D00942,2023-03-23,2023-06-04,rep_1,SaaS,Europe,Core,Partner,Closed,2996,73,Lost,0,0.4305173719217826
D00943,2023-02-28,2023-04-03,rep_9,EdTech,India,Core,Inbound,Demo,30937,34,Won,1,0.48037398448215246
D00944,2023-06-28,2023-10-03,rep_13,HealthTech,APAC,Core,Outbound,Closed,15652,97,Lost,0,0.4353130275037777
D00945,2023-12-18,2024-04-11,rep_10,HealthTech,Europe,Enterprise,Referral,Closed,33486,115,Lost,0,0.4582459650966087
D00946,2023-08-10,2023-12-08,rep_20,Ecommerce,India,Core,Partner,Qualified,61779,120,Won,1,0.4109956193098302
D00947,2023-07-11,2023-10-06,rep_19,Ecommerce,APAC,Enterprise,Partner,Proposal,24424,87,Lost,0,0.4316728809983492
D00948,2023-07-23,2023-08-02,rep_3,HealthTech,APAC,Pro,Outbound,Demo,15035,10,Won,1,0.461415526832396
D00949,2024-02-04,2024-03-22,rep_7,Ecommerce,APAC,Core,Inbound,Proposal,21428,47,Won,1,0.4564146999229619
D00950,2023-07-17,2023-08-29,rep_23,SaaS,North America,Enterprise,Referral,Proposal,33489,43,Lost,0,0.4790748944888128
D00951,2023-12-16,2024-03-28,rep_16,FinTech,APAC,Pro,Inbound,Negotiation,4622,103,Won,1,0.4587525967675862
D00952,2023-03-05,2023-05-08,rep_1,EdTech,North America,Enterprise,Inbound,Closed,4677,64,Won,1,0.4555209519746435
D00953,2023-08-25,2023-10-07,rep_11,FinTech,North America,Pro,Inbound,Qualified,89922,43,Won,1,0.4758439134306848
D00954,2024-02-29,2024-06-17,rep_3,SaaS,APAC,Pro,Inbound,Negotiation,12500,109,Won,1,0.4349799531872546
D00955,2023-07-21,2023-09-04,rep_4,FinTech,Europe,Core,Inbound,Closed,16082,45,Lost,0,0.4879087534721471
D00956,2023-03-13,2023-04-02,rep_3,HealthTech,APAC,Enterprise,Inbound,Demo,7632,20,Lost,0,0.4586821840969892
D00957,2023-12-19,2024-04-15,rep_9,EdTech,India,Pro,Outbound,Qualified,9815,118,Won,1,0.3976042672362221
D00958,2023-03-12,2023-06-01,rep_21,Ecommerce,North America,Enterprise,Outbound,Negotiation,39398,81,Lost,0,0.47366182934709694
D00959,2023-10-23,2023-12-30,rep_9,EdTech,North America,Pro,Outbound,Qualified,4298,68,Lost,0,0.40274428360999415
D00960,2023-12-04,2024-03-02,rep_2,HealthTech,North America,Enterprise,Outbound,Negotiation,3686,89,Lost,0,0.44451104593616725
D00961,2023-08-28,2023-12-17,rep_25,SaaS,APAC,Pro,Referral,Closed,5994,111,Won,1,0.44201271930110647
D00962,2023-12-02,2023-12-28,rep_15,SaaS,Europe,Pro,Outbound,Negotiation,10130,26,Lost,0,0.4634362147770846
D00963,2023-02-05,2023-03-19,rep_5,Ecommerce,North America,Enterprise,Inbound,Qualified,95660,42,Won,1,0.46229050922794535
D00964,2023-05-04,2023-05-13,rep_15,EdTech,APAC,Core,Inbound,Closed,12370,9,Lost,0,0.46083014675245393
D00965,2023-07-01,2023-09-01,rep_2,Ecommerce,APAC,Pro,Inbound,Proposal,76472,62,Won,1,0.4770271547698221
D00966,2023-01-26,2023-04-26,rep_6,SaaS,APAC,Enterprise,Referral,Negotiation,5461,90,Won,1,0.4491302852867546
D00967,2023-09-23,2023-11-24,rep_4,FinTech,North America,Enterprise,Partner,Demo,2408,62,Won,1,0.46698328432207337
D00968,2023-05-03,2023-05-18,rep_4,HealthTech,APAC,Pro,Outbound,Negotiation,11710,15,Lost,0,0.45569965679423563
D00969,2023-03-29,2023-07-14,rep_4,HealthTech,India,Enterprise,Partner,Qualified,12718,107,Won,1,0.38585612415807086
D00970,2024-03-12,2024-06-15,rep_11,Ecommerce,Europe,Core,Referral,Demo,4581,95,Won,1,0.4607827038313226
D00971,2023-08-08,2023-09-26,rep_20,EdTech,India,Enterprise,Inbound,Qualified,42377,49,Won,1,0.43380417062020565
D00972,2023-09-08,2024-01-04,rep_8,SaaS,Europe,Core,Inbound,Proposal,22279,118,Won,1,0.4373785962165365
D00973,2023-02-21,2023-04-07,rep_18,EdTech,India,Pro,Partner,Proposal,84312,45,Lost,0,0.4743204559263318
D00974,2023-08-23,2023-08-31,rep_16,FinTech,APAC,Enterprise,Inbound,Closed,63743,8,Lost,0,0.5155695821682633
D00975,2023-03-17,2023-05-15,rep_8,SaaS,India,Pro,Outbound,Qualified,10320,59,Lost,0,0.4164607045272478
D00976,2024-01-17,2024-02-04,rep_15,SaaS,Europe,Pro,Partner,Closed,18465,18,Won,1,0.4530326167769086
D00977,2023-06-19,2023-08-15,rep_17,EdTech,North America,Pro,Referral,Closed,4263,57,Lost,0,0.4639898905289866
D00978,2023-10-18,2024-02-03,rep_15,HealthTech,APAC,Enterprise,Outbound,Demo,9805,108,Lost,0,0.4344755008210071
D00979,2023-06-05,2023-08-13,rep_10,SaaS,North America,Core,Referral,Demo,4414,69,Won,1,0.46460588617185233
D00980,2023-06-06,2023-06-13,rep_12,EdTech,Europe,Core,Partner,Demo,8010,7,Won,1,0.45006676577132915
D00981,2023-03-15,2023-06-23,rep_16,EdTech,Europe,Enterprise,Referral,Qualified,6794,100,Won,1,0.40424465756733546
D00982,2023-08-05,2023-10-02,rep_6,SaaS,India,Enterprise,Partner,Proposal,59586,58,Lost,0,0.46507744645402166
D00983,2024-02-16,2024-05-07,rep_7,EdTech,APAC,Core,Partner,Closed,12096,81,Won,1,0.4226966807865251
D00984,2023-10-18,2024-01-13,rep_17,Ecommerce,APAC,Enterprise,Partner,Demo,3502,87,Lost,0,0.43126267054880374
D00985,2023-08-28,2023-10-19,rep_1,Ecommerce,North America,Core,Partner,Closed,5444,52,Won,1,0.4473193547932508
D00986,2024-02-07,2024-03-16,rep_2,Ecommerce,Europe,Pro,Inbound,Proposal,91207,38,Lost,0,0.49742290378233867
D00987,2023-08-25,2023-12-13,rep_9,FinTech,APAC,Enterprise,Inbound,Qualified,6243,110,Lost,0,0.41290579076745443
D00988,2024-02-25,2024-04-09,rep_22,SaaS,North America,Enterprise,Outbound,Closed,7657,44,Lost,0,0.4644451008416806
D00989,2023-09-22,2023-10-17,rep_10,EdTech,North America,Pro,Outbound,Demo,49300,25,Lost,0,0.4845801164835146
D00990,2023-02-28,2023-03-15,rep_7,FinTech,India,Core,Referral,Demo,6946,15,Won,1,0.5130239798640323
D00991,2023-07-20,2023-08-03,rep_18,EdTech,India,Enterprise,Inbound,Demo,4456,14,Lost,0,0.4773853126995453
D00992,2023-08-10,2023-09-04,rep_24,SaaS,Europe,Pro,Referral,Closed,3513,25,Lost,0,0.4720027933077689
D00993,2023-05-29,2023-07-12,rep_13,Ecommerce,North America,Pro,Referral,Proposal,68147,44,Lost,0,0.4982304799397805
D00994,2024-02-21,2024-04-22,rep_1,SaaS,APAC,Core,Referral,Negotiation,35745,61,Won,1,0.4674892812673805
D00995,2023-01-22,2023-03-15,rep_6,EdTech,Europe,Pro,Referral,Qualified,19846,52,Lost,0,0.4203657531091653
D00996,2023-09-20,2023-10-05,rep_23,HealthTech,APAC,Enterprise,Partner,Negotiation,13764,15,Won,1,0.44184738529183953
D00997,2023-07-21,2023-08-05,rep_22,HealthTech,APAC,Core,Partner,Closed,15925,15,Lost,0,0.44084347691281617
D00998,2023-10-29,2024-01-18,rep_24,HealthTech,Europe,Core,Inbound,Qualified,7058,81,Won,1,0.395691992967256
D00999,2023-09-13,2023-12-15,rep_25,Ecommerce,North America,Core,Partner,Negotiation,3896,93,Lost,0,0.43410098372784256
D01000,2023-02-28,2023-03-11,rep_6,EdTech,North America,Enterprise,Referral,Qualified,69063,11,Lost,0,0.45922639430403345
D01001,2023-07-13,2023-08-06,rep_16,Ecommerce,APAC,Core,Outbound,Proposal,6700,24,Lost,0,0.455684610156333
D01002,2024-01-15,2024-02-11,rep_21,FinTech,Europe,Core,Outbound,Qualified,31274,27,Won,1,0.44997522977136895
D01003,2023-01-03,2023-02-25,rep_22,SaaS,India,Core,Outbound,Demo,16955,53,Lost,0,0.4708487140310818
D01004,2023-10-20,2024-02-09,rep_15,Ecommerce,India,Core,Inbound,Qualified,4884,112,Lost,0,0.40637958463476936
D01005,2023-03-07,2023-06-22,rep_20,SaaS,APAC,Core,Outbound,Qualified,2826,107,Lost,0,0.38382010756677076
D01006,2024-02-25,2024-04-09,rep_10,FinTech,Europe,Enterprise,Partner,Demo,4059,44,Lost,0,0.46945473481609024
D01007,2023-07-24,2023-10-18,rep_21,FinTech,North America,Pro,Referral,Proposal,9816,86,Won,1,0.4796019444464593
D01008,2023-05-14,2023-06-15,rep_25,FinTech,Europe,Pro,Inbound,Proposal,46769,32,Won,1,0.49848396989699456
D01009,2024-02-17,2024-05-06,rep_20,SaaS,North America,Enterprise,Referral,Negotiation,7759,79,Lost,0,0.4635609197802871
D01010,2023-03-08,2023-04-18,rep_21,EdTech,India,Pro,Partner,Demo,85089,41,Lost,0,0.4846610026116113
D01011,2024-02-05,2024-05-30,rep_18,SaaS,India,Enterprise,Inbound,Demo,3865,115,Lost,0,0.4514941351358526
D01012,2023-10-10,2023-12-17,rep_18,HealthTech,North America,Pro,Inbound,Negotiation,19394,68,Won,1,0.45527629400171915
D01013,2023-11-12,2024-01-05,rep_3,SaaS,North America,Core,Referral,Demo,4810,54,Won,1,0.46898840356161153
D01014,2024-01-18,2024-04-30,rep_2,FinTech,North America,Core,Referral,Demo,6392,103,Lost,0,0.4817177017944848
D01015,2023-04-03,2023-05-16,rep_20,Ecommerce,India,Enterprise,Inbound,Demo,17869,43,Won,1,0.4845873540473918
D01016,2023-12-03,2023-12-19,rep_8,Ecommerce,APAC,Pro,Partner,Proposal,84871,16,Won,1,0.47545303725585764
D01017,2024-03-20,2024-06-18,rep_2,EdTech,India,Enterprise,Referral,Qualified,90964,90,Won,1,0.45303697960056066
D01018,2023-05-24,2023-06-10,rep_7,FinTech,APAC,Enterprise,Outbound,Closed,16535,17,Won,1,0.4913807233519385
D01019,2023-01-19,2023-02-25,rep_2,EdTech,APAC,Enterprise,Referral,Negotiation,7324,37,Lost,0,0.4620982043892314
D01020,2023-06-03,2023-09-23,rep_1,Ecommerce,India,Pro,Inbound,Negotiation,12572,112,Lost,0,0.4573312319170151
D01021,2023-04-25,2023-05-28,rep_2,SaaS,APAC,Core,Partner,Proposal,7406,33,Won,1,0.42948385564372304
D01022,2024-02-29,2024-04-09,rep_14,Ecommerce,North America,Core,Referral,Closed,11547,40,Lost,0,0.48092798919159985
D01023,2024-01-05,2024-04-07,rep_25,SaaS,APAC,Core,Referral,Closed,75552,93,Won,1,0.4773145473393724
D01024,2023-08-28,2023-12-08,rep_3,HealthTech,APAC,Pro,Referral,Proposal,10160,102,Lost,0,0.43483387554893965
D01025,2023-01-20,2023-04-15,rep_1,FinTech,APAC,Enterprise,Partner,Closed,52835,85,Won,1,0.4707924037204265
D01026,2024-03-04,2024-04-13,rep_15,FinTech,APAC,Pro,Outbound,Qualified,15581,40,Lost,0,0.4329300454979308
D01027,2023-07-29,2023-08-12,rep_3,Ecommerce,Europe,Pro,Partner,Proposal,99996,14,Lost,0,0.48982211479277105
D01028,2023-05-13,2023-09-08,rep_21,FinTech,Europe,Core,Inbound,Closed,3863,118,Lost,0,0.4619803181955585
D01029,2023-04-05,2023-07-08,rep_23,HealthTech,North America,Enterprise,Partner,Closed,5607,94,Lost,0,0.4277979876208446
D01030,2023-05-12,2023-05-21,rep_12,FinTech,North America,Enterprise,Referral,Demo,25863,9,Lost,0,0.5199872205582734
D01031,2023-02-27,2023-05-10,rep_3,Ecommerce,APAC,Core,Inbound,Negotiation,13337,72,Won,1,0.451830195451637
D01032,2023-06-17,2023-09-09,rep_20,FinTech,Europe,Pro,Inbound,Proposal,14686,84,Lost,0,0.46960458731465554
D01033,2023-05-29,2023-06-24,rep_17,SaaS,APAC,Core,Referral,Proposal,2209,26,Lost,0,0.4564829605012864
D01034,2024-03-01,2024-05-21,rep_3,HealthTech,India,Enterprise,Inbound,Qualified,69950,81,Won,1,0.43522275449438397
D01035,2024-03-09,2024-07-06,rep_17,Ecommerce,APAC,Pro,Outbound,Closed,81909,119,Lost,0,0.46992732462953746
D01036,2024-03-04,2024-05-23,rep_15,EdTech,North America,Enterprise,Outbound,Demo,13385,80,Won,1,0.4559163573718407
